feature_id	Domain	Phylum	Class	Order	Family	Genus	Species
e05dc4d236744a8745b37bfc94266c1a	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
e064f5786eb215ae132653239c1d3e93	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	CHKCI002	Coriobacteriaceae bacterium
e06744ec3000a16d6e67c1ac9327f0ab	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
e06ccff14e1a68ba4cf0b08ab3617825	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	DSSD61	uncultured bacterium
e06deb1809f2879f7bb21b398c5e8846	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	uncultured organism
e075e56ad9caa8b03ad2e8c976e39a36	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Centipeda	Centipeda NA
e07d9548561a0d68aa13152c2ee7cbf7	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	UCG-010	uncultured organism
e08120a14e183e6adab2f2c301acd629	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
e083201819466ca819fd2a74c675e9b2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	uncultured bacterium
e088f5e918d7d7981c68815504cfdbf9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
e08b9c3df287385703f9e373d13d00bb	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014	Clostridia UCG-014 NA
e093f111e8a607cf2986c632138c85b3	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e09d7dd32b855622e3fe3f94c83c605b	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
e09e210b77bf64f7c383edcbb8869578	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
e0a14c9deb58a656eb43f41e9d7be67d	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Eikenella	uncultured bacterium
e0ab2ed4a7e589f7a050fa5f9e74f2de	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	Escherichia-Shigella NA
e0abd6ae4a74cfba6b5b17abfb7dd3ea	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured	uncultured NA
e0abda68b636eeb7a04389fd2151a126	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	[Eubacterium] hallii group NA
e0b2333a1d10279ea871c589762ae8e8	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospirales NA	Oscillospirales NA	Oscillospirales NA
e0b63fce585e8ed599fe94c102c9e4f5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e0baa1345287b8ce0d28258b20888477	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia NA
e0c5be05775fb6e99e553cecbf681738	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group	Clostridia vadinBB60 group	gut metagenome
e0cec796ab6f173d4bfaec7284595c3f	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Brachymonas	unidentified
e0d1023229add99a19ed7d639d346d6d	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus NA
e0d1e3fa2e10e95e235a220259e73b2c	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella NA
e0d582436af7a3156a5bd877c5b8d24f	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae	uncultured Candidatus
e0d646b94c479bea89bc8703d3daaee0	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] nodatum group	[Eubacterium] minutum
e0dd3a4c06fb2506cd65d38d64229f94	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus sputorum
e0df1a5068c73c76c2ff169e00ed4c64	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	Aggregatibacter NA
e0e562a1f160ebed0b359e973000ecf4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides nordii
e0e61ab0e7e82670638c1a8ace8b7ef1	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonadaceae NA	Saccharimonadaceae NA
e0ea2917e30c74e4da279af4252405f9	Bacteria	Firmicutes	Firmicutes NA	Firmicutes NA	Firmicutes NA	Firmicutes NA	Firmicutes NA
e0f1cb92db0a7beff487e96a11aa2538	Bacteria	Bacteroidota	Bacteroidota NA	Bacteroidota NA	Bacteroidota NA	Bacteroidota NA	Bacteroidota NA
e0fc396954504a99224325cdc5a30e27	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	[Ruminococcus] torques group NA
e0fca22247ea34b55516b3594a6646c9	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	uncultured	uncultured NA
e0ff424283db50466ddb85f50d8f43f3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
e105bc054958f6cd4fcb6c0813a664f5	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e10b7d06d436aafd9c70141469476a07	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides NA
e10bad655e339ceef4737294069ef6e5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	Lautropia NA
e1130b5b83b276d0b35f1478660b8861	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
e1260b888997df7105c343df45f6c4a5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella NA
e127e68241e88271b1ef5813af216ca4	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus NA
e127f3be277e0c63cbeab82478906978	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e12c45eae2116ddc9352c06988fd3b9d	Bacteria	Firmicutes	Bacilli	RF39	RF39	RF39	uncultured bacterium
e12eee7bef86a08c3b9cce58a9dabf3f	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae NA	Oscillospiraceae NA
e13234b020cc4613f573bf581305edc9	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	uncultured organism
e1335ce027881fc4c71de7b656c6036c	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
e13730b1eee34ff9f8b1ef3d793d0cdc	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	Leptotrichia NA
e139a1609cd7e4e70ab08e41756d5d25	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus	Negativibacillus NA
e13fda0b665bba0de8f100ce3581a6b6	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter NA
e140a433f547848e3278b3e776576bd1	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Parvimonas	Parvimonas NA
e140fd163901727e8b35683bd89b6023	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oulorum
e1416ac8ab693ee84172f2e86f96b9bb	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella rogosae
e142830071ed7a1527b91b0624929e63	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella NA
e14429c321f16577e04f08e67db71f7f	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus parasanguinis
e146730b6f8c50e101a5dde0bef86a83	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sputigena
e14873c10af4c3fb7a068f0d96a98f23	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	Christensenellaceae R-7 group NA
e14a5c997859255bee8e9ba82e7c0f74	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	uncultured bacterium
e151e0a4bd98712e423de5a2607851b0	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas NA
e152769037b92278c1031bea3dbd75aa	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e15b6ef1cd643dff3f0649b7baba06e8	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003	UCG-003 NA
e15c0068c451d2923ce5f05217823eed	Archaea	Aenigmarchaeota	Aenigmarchaeota NA	Aenigmarchaeota NA	Aenigmarchaeota NA	Aenigmarchaeota NA	Aenigmarchaeota NA
e1610c77be7b481389c02a70174db1fb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella oris
e164bd6d520be078e6636a784867d9ff	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	Agathobacter NA
e165eba4462dc00e6d6263bc38189ef7	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
e168964619cc6f6846b08400539340fa	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	uncultured bacterium
e16f8cec6056e10183dc82affe9fe9b9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella NA
e177a9d3478f92fb234ec555895e68b1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	uncultured bacterium
e1792e4babfbc426e378e490c1d373b2	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Aggregatibacter	Aggregatibacter NA
e17ade2f8068ffa3dd7795456a6d00ec	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	uncultured bacterium
e17da20ff1f043ce093943a2b2d913c7	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella NA
e1823c54e434679841951e1bc5340277	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterellaceae bacterium
e18378b0ab57ba50d98bf43c61bd3779	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	uncultured bacterium
e183fbda6c370c4d12965d3e02d5bf78	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium NA
e18765c650d5bf95c00bcc27f58804e6	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas NA
e18f3a82fecf65728ccb79cdcceea38b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis
e19ce19b6e9a17ae24810384d9eaf268	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcaceae NA	Micrococcaceae NA
e1a3e8616d52221d3e75c5138b53f0b5	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	Burkholderia-Caballeronia-Paraburkholderia NA
e1ae03f7469bbc8719128f141c3c47aa	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcaceae NA	Ruminococcaceae NA
e1ae5ab329b983c3d4a75da99d26d031	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella NA
e1b335bee066524905d6fac6f1b158ea	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
e1b36eafb4979e1006efc711f3e7ceb2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria NA
e1b510e1186f3c269681f73d79e22fe7	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
e1c1d2694cc6b6ee9f1a8e3f65f59f06	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	uncultured bacterium
e1c42b0f7313642f004e74bdc9404055	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonadaceae NA	Sphingomonadaceae NA
e1c57013a25a9c79d88015a1f955e74f	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Risungbinella	Risungbinella NA
e1c9ad35aa602504dbe0822f36e45a37	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
e1ca5b87c51468be1fded340967e6752	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
e1ca7fe4f8ddef6f0bcc8e71354e175b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
e1d098412c88700cbd3c119e7c62f2ca	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus NA
e1d3b43d1970232d176465dbb9451a81	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus	Peptococcus niger
e1d4666dbae85a9af6393f4f1a8519ef	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas	Roseomonas pecuniae
e1e18b9c4f33e75a395bf1724a1bb0ad	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium	uncultured Actinomyces
e1e37b4a8e6da769a03dc5f53016af36	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	uncultured bacterium
e1e981bec155ed464cccd30333dac97c	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella NA
e1ee0a34cdeed1b35c0d76410a513439	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	Rothia aeria
e1ee39d4d568f67d7bc877ae2d7e4c41	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides NA
e1ef9116195a16daee5b072236916a72	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e1f3d243668e19fe037024ff41c7929c	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	uncultured Bergeyella
e1f93a230db225ab48cd412484223b6c	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
e1fb085bbd470e46cbfc18b66fc19113	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	Veillonella NA
e1fe81de51788bd6be7327e28435ca75	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
e20a255b1ebc11f93857dd2e92f20f0d	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	uncultured bacterium
e2111aca455b28f8213102c060c874de	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella NA
e21d009015cb821c9a2629e6929be91f	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium matruchotii
e222fabb8cd5981c67ec122ffd61e8a2	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009	uncultured bacterium
e2255f65935cf84cc7f190bc4a6e5d9b	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Schaalia odontolytica
e2278087bab4e9aabef2aa7ca7174977	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga NA
e2343f3375abb8a446dfe68987d42435	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella denticola
e23e6e753f8771cd5e00282399b8e86b	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group	[Eubacterium] hallii group NA
e23f2fedd68353d862e4d1992ac6e0fe	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides NA
e2423c89f0d745d9541261f405c9d351	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	uncultured bacterium
e2455902c06c3f039e12f31a4738badb	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	uncultured bacterium
e246b6dbbb83a853b3cdafd536068490	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterellaceae bacterium
e24ac8dcffd463b9dd2dc141053625cc	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	Prevotella jejuni
e24ba3635c7b70fc9117470596511116	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia NA
e24dfdce849a948397a8066ca76db51f	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella NA
e24e63b1d08aa50ed746956d68933e45	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	uncultured organism
e251c113989ee31c2a3f96dce45a5a49	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	uncultured bacterium
e252ea2abb7f9ab9fa89233d222f57df	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e25cd62fdfc50fdcc29b8fc2a43f3b45	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
e25d6100d06044795e1dc8e28baaa32e	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Schaalia odontolytica
e260e89ac50705931036e4e007ee4b8c	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	uncultured bacterium
e26321cd62970c10c90c38e2010242b1	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium	Bacteroidales genomosp.
e26c62664566b25a1ae54844c5ef0624	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	uncultured bacterium
e26cccace39ffc677139e4dc92f14bc3	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces NA
e2711b0e83864105b65c7009a68bd873	Bacteria	Proteobacteria	Proteobacteria NA	Proteobacteria NA	Proteobacteria NA	Proteobacteria NA	Proteobacteria NA
e27300e441eafa162ea40d48c6013dc5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella forsythia
e273175d349e459224f55d1fda578084	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus haemolyticus
e2738116de3698a084f76088f2b9ca70	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
e27626a38e310c78958b2e39e70d73b9	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 7	uncultured bacterium
e27829188889d53d883adb310202399b	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides NA
e27c3155ddd28d8f44adfec2f03d32ee	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
e284bc2fdfbeb715f0a2726bf075a85d	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	Treponema medium
e28b40b9bd3124c4151906d86b75aa49	Unassigned	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA	Unassigned NA
e28bb3452865a83bb83a0c8bf3c3a781	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium NA
e28c9d54df3570c83dc2c285add75f23	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	gut metagenome
e2934ca263ecc3fd405ad473e7d1535d	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides NA
e2988c7daad8be9150b073bec4d92d03	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium NA
e2a0562b81297fcf4e6a50488f902f03	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	Oribacterium NA
e2a6a85a734a4ebca0825ca896fa21dc	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces graevenitzii
e2a73aaa44dd7996557cfae3a6b27208	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
e2acc5b4b4f4cd9536c2f578b299bd94	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae NA	Oscillospiraceae NA
e2b0e6b66d29b10e97f81da8b8bceb16	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e2b504d4626c82975ca7ae8d285e965c	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadales	Saccharimonadales	TM7 phylum
e2c2cf5fb9fea866b0d8a1f0f3532c3b	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NA	Lachnospiraceae NA
e2c4d490d141e855ac852ae2b6598774	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga leadbetteri
e2c6d4bc7becad9b4c42ccbdf856a547	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella NA
e2c8c1a9c2f81f58d28e3f6cf1b8b3a8	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	uncultured	uncultured	gut metagenome
e2cc1a4fcb67ac4ed93e674297826413	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002	UCG-002 NA
e2ce59f9e84c389fa4e031198ce0ea22	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena
e2dc752a9d590395c89119a6019f8f84	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	JGI 0000069-P22	JGI 0000069-P22	JGI 0000069-P22 NA
e2e55529ee60719d2be045e4404354e3	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group	Clostridia vadinBB60 group	uncultured bacterium
e2efd93b188d6a776dee0d1e890c2f36	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella 9	Prevotella 9 NA
e2f0d0158a834f01d02502ad5c1c29f0	Bacteria	Firmicutes	Clostridia	Clostridia NA	Clostridia NA	Clostridia NA	Clostridia NA
e2f1763cc76bbd845827dbf809f00b83	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae NA	Enterobacteriaceae NA
e2f2cdeaffe701a45152a9e944952831	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Oxalobacter NA
e2f633cae0ea9fd646cc6e90244bde4a	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Clostridia vadinBB60 group	Clostridia vadinBB60 group	uncultured Firmicutes
e2f6a531bc64c892b56a06d2aed991f7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia-Shigella	Escherichia-Shigella NA
e2f7dc13f0a9fea881a2c320f0d844ad	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas NA
e2ff1a1a6c7ed3a11d70bc95d8d1140e	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	Bergeyella NA
e30628aa629a2e8124927388b52d1271	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus	Haemophilus NA
e30a5fdf3ff65ca0f61cb6053b3b7ae5	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
e31616e09d739d3940607158a07388b9	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	Butyricicoccus NA
e3178d5400f93c86f0a35b690b2efa56	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus NA
e31875ea8e1083a87067af5b95ad0349	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium NA
e31965a22a88ccfeaf3d1e07266e249e	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	uncultured marine
e31c7e269125382d9bd6ee8fcc1fde21	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus
e322286588d2effda49041d07069629b	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tyzzerella	unidentified
e323c5b610ff74e56cce67fb9c14e5a5	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonadaceae NA	Selenomonadaceae NA
e329e97554767c06cda0e2f04ed9ca0a	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacteriaceae NA	Enterobacteriaceae NA
e32fc05ce7315f1735252c0ecf992012	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Nevskia	Nevskia NA
